Turbidity,Azimuth,Elevation,Normalization,Mean X,Mean Y,Sigma X,Sigma Y,Weight,Volume,MAE,RMSE
7,90,26,16.5,1.569901007,0.044768343,0.392309061,0.091830025,0.034407859,1,0.003201167,0.004616249
7,90,26,16.5,1.543091876,0.091165009,0.535876489,0.437502137,0.273693731,1,0.003201167,0.004616249
7,90,26,16.5,4.603482221,0.057937263,6,0.157881777,0.102635786,1,0.003201167,0.004616249
7,90,26,16.5,2.979578362,0.130246797,6,0.596047696,0.428066683,1,0.003201167,0.004616249
8,90,26,10.5,2.864974676,0.302260564,6,0.543940436,0.359108651,1,0.002792676,0.003875011
8,90,26,10.5,1.567843326,0.054407382,0.393089385,0.105760346,0.041155183,1,0.002792676,0.003875011
8,90,26,10.5,1.56717616,0.336348168,0.234123201,0.207727257,0.174806651,1,0.002792676,0.003875011
8,90,26,10.5,1.548479395,0.171577223,0.545020116,0.416200681,0.306473698,1,0.002792676,0.003875011
8,90,26,10.5,3.974017884,0.049742423,6,0.186708685,0.118455818,1,0.002792676,0.003875011
9,90,26,1.5,1.33E-27,0.105037937,4.156645161,0.120718216,0.059377527,1,0.002364313,0.003246481
9,90,26,1.5,1.570833384,0.149911678,0.448528766,0.370796807,0.342078544,1,0.002364313,0.003246481
9,90,26,1.5,1.563316247,0.351073106,0.214191965,0.205734163,0.138479782,1,0.002364313,0.003246481
9,90,26,1.5,5.871481689,1.06E-26,2.158161441,0.639089199,0.196130107,1,0.002364313,0.003246481
9,90,26,1.5,1.316633317,0.324293185,1.356865995,0.504835317,0.263934041,1,0.002364313,0.003246481
10,90,29,18.5,1.431733645,0.475881727,1.303503314,0.442598397,0.274309173,1,0.002121648,0.002790603
10,90,29,18.5,0.937213214,0.077861629,2.511646481,0.189954919,0.077617103,1,0.002121648,0.002790603
10,90,29,18.5,1.563217774,0.423016568,0.217507815,0.196293662,0.127003073,1,0.002121648,0.002790603
10,90,29,18.5,6.283185307,5.58E-37,2.089880962,0.66963744,0.16217451,1,0.002121648,0.002790603
10,90,29,18.5,1.570118116,0.272162188,0.452762962,0.348395957,0.358896141,1,0.002121648,0.002790603
2,90,29,2.5,4.96267144,4.80E-38,0.766247036,0.205396641,0.057611531,1,0.00706214,0.010657496
2,90,29,2.5,1.161217705,0.059345738,6,0.255802358,0.28911393,1,0.00706214,0.010657496
2,90,29,2.5,1.743356791,0.025025237,6,0.084043564,0.087964633,1,0.00706214,0.010657496
2,90,29,2.5,2.97461549,0.470914636,6,0.463963212,0.429411652,1,0.00706214,0.010657496
2,90,29,2.5,1.556496387,5.97E-41,0.493174322,0.426397262,0.135898254,1,0.00706214,0.010657496
3,90,29,16.5,4.962442269,9.01E-38,1.12746012,0.16335421,0.097768518,1,0.007480423,0.010606959
3,90,29,16.5,2.086618126,2.82E-45,6,0.5999858,0.64973157,1,0.007480423,0.010606959
3,90,29,16.5,1.467677742,0.008144062,0.957335273,0.137523553,0.100859358,1,0.007480423,0.010606959
3,90,29,16.5,1.574584057,0.289291111,0.342653215,0.291522842,0.145857404,1,0.007480423,0.010606959
3,90,29,16.5,0.656860047,0.323569469,0.311673406,0.111249115,0.00578315,1,0.007480423,0.010606959
4,90,29,15.5,1.777536576,1.58E-38,6,0.605267275,0.587595456,1,0.005213291,0.007503328
4,90,29,15.5,5.053679548,4.02E-37,1.141238578,0.173722541,0.078241193,1,0.005213291,0.007503328
4,90,29,15.5,1.562285767,0.377681529,0.205125793,0.218412265,0.061141055,1,0.005213291,0.007503328
4,90,29,15.5,1.361840441,0.044419024,1.243327587,0.101018449,0.05985124,1,0.005213291,0.007503328
4,90,29,15.5,1.569919718,2.50E-41,0.460832174,0.433856841,0.213171055,1,0.005213291,0.007503328
5,90,29,5.5,1.553733707,6.51E-35,6,0.614741142,0.549254473,1,0.00471273,0.006648179
5,90,29,5.5,1.380255913,0.057211456,1.230152187,0.089108998,0.047767494,1,0.00471273,0.006648179
5,90,29,5.5,5.12498146,0.020400747,1.19166447,0.168093716,0.063633095,1,0.00471273,0.006648179
5,90,29,5.5,1.563074945,0.385545292,0.20709348,0.214994929,0.079601723,1,0.00471273,0.006648179
5,90,29,5.5,1.568344883,5.93E-35,0.452669391,0.442375045,0.259743215,1,0.00471273,0.006648179
6,90,29,12.5,4.923361516,0.045813719,6,0.15348877,0.10920426,1,0.004293901,0.006382851
6,90,29,12.5,1.526837806,0.09705065,0.569339607,0.458624437,0.237900099,1,0.004293901,0.006382851
6,90,29,12.5,1.570338017,0.365617559,0.243329787,0.222312885,0.144654414,1,0.004293901,0.006382851
6,90,29,12.5,3.321455038,0.03105589,6,0.625670829,0.475479392,1,0.004293901,0.006382851
6,90,29,12.5,1.572380997,0.039180477,0.401277767,0.095269791,0.032761835,1,0.004293901,0.006382851
7,90,29,5.5,1.570137542,0.042027524,0.397123929,0.107410971,0.041012528,1,0.003780973,0.005362298
7,90,29,5.5,1.535244812,0.165741026,0.570810141,0.439076369,0.264963324,1,0.003780973,0.005362298
7,90,29,5.5,1.568956247,0.376281865,0.242874296,0.216514492,0.158710005,1,0.003780973,0.005362298
7,90,29,5.5,4.160430659,0.041771432,6,0.169022645,0.116135316,1,0.003780973,0.005362298
7,90,29,5.5,3.357896951,0.166705677,6,0.58797619,0.419178827,1,0.003780973,0.005362298
8,90,29,13.5,1.542187137,0.239174815,0.578367648,0.418317841,0.296712896,1,0.003242242,0.004448996
8,90,29,13.5,1.568278417,0.052730773,0.399538364,0.120412682,0.049630201,1,0.003242242,0.004448996
8,90,29,13.5,1.567819936,0.389545188,0.242743661,0.210583197,0.172695841,1,0.003242242,0.004448996
8,90,29,13.5,3.612947848,0.031769681,6,0.197153341,0.132007122,1,0.003242242,0.004448996
8,90,29,13.5,3.368587876,0.336417044,6,0.536363664,0.34895394,1,0.003242242,0.004448996
9,90,29,6.5,1.12E-45,0.092678788,4.12268839,0.125821443,0.068071477,1,0.002836664,0.003811982
9,90,29,6.5,1.571006774,0.172878478,0.441008257,0.379341423,0.333561558,1,0.002836664,0.003811982
9,90,29,6.5,1.563295831,0.412207424,0.215055717,0.204600789,0.122944405,1,0.002836664,0.003811982
9,90,29,6.5,6.004014887,1.63E-40,2.328359556,0.652013149,0.205008401,1,0.002836664,0.003811982
9,90,29,6.5,1.343247229,0.366749105,1.28096577,0.485414925,0.27041416,1,0.002836664,0.003811982
10,90,2,16.5,1.247875007,0.385996373,1.031963841,0.372309252,0.151377198,1,0.007302845,0.010850522
10,90,2,16.5,4.729790302,0.194355757,0.583891544,0.313074804,0.039007158,1,0.007302845,0.010850522
10,90,2,16.5,5.332639881,0.293387519,5.999968738,0.220449834,0.23228978,1,0.007302845,0.010850522
10,90,2,16.5,1.583521287,0.064614303,0.425464468,0.267393614,0.103109215,1,0.007302845,0.010850522
10,90,2,16.5,5.050528484,0.679824823,6,0.370918497,0.474216649,1,0.007302845,0.010850522
2,90,2,15.5,0.313601246,0.057434054,5.999999754,0.063866677,0.054385298,1,0.006688201,0.01153121
2,90,2,15.5,2.610391446,0.463659442,6,0.444768602,0.463477043,1,0.006688201,0.01153121
2,90,2,15.5,4.934439717,0.069468748,0.718987819,0.171245327,0.057274885,1,0.006688201,0.01153121
2,90,2,15.5,1.566455229,7.10E-40,0.419016086,0.188303579,0.110654598,1,0.006688201,0.01153121
2,90,2,15.5,0.985773516,0.144792529,6,0.254124584,0.314208176,1,0.006688201,0.01153121
3,90,2,9.5,2.09E-57,0.103828458,6,0.088709944,0.063506151,1,0.003884209,0.006457444
3,90,2,9.5,2.39182146,0.158652698,6,0.525621021,0.663582795,1,0.003884209,0.006457444
3,90,2,9.5,4.924204004,0.103828305,0.845619851,0.214148559,0.074802093,1,0.003884209,0.006457444
3,90,2,9.5,1.567130886,6.70E-42,0.216129112,0.117463243,0.042044378,1,0.003884209,0.006457444
3,90,2,9.5,1.553447228,2.26E-47,0.560766672,0.275109947,0.156064582,1,0.003884209,0.006457444
4,90,2,15.5,2.294937203,0.278264143,6,0.478801558,0.613612634,1,0.003492881,0.005682616
4,90,2,15.5,4.955292124,0.137266389,0.862333836,0.219516123,0.070581189,1,0.003492881,0.005682616
4,90,2,15.5,5.36E-40,0.12426933,6,0.108276687,0.084555305,1,0.003492881,0.005682616
4,90,2,15.5,1.565887017,8.06E-47,0.213127473,0.133255809,0.0593886,1,0.003492881,0.005682616
4,90,2,15.5,1.559139225,8.91E-29,0.534932744,0.289101243,0.171862272,1,0.003492881,0.005682616
5,90,2,3.5,1.562115423,7.55E-17,0.516976549,0.302740938,0.177402587,1,0.003480806,0.005482597
5,90,2,3.5,1.565402567,0.014981391,0.211013058,0.136467112,0.063390359,1,0.003480806,0.005482597
5,90,2,3.5,4.979602922,0.150469752,0.852221857,0.23218611,0.065568694,1,0.003480806,0.005482597
5,90,2,3.5,0.000870366,0.148106281,5.999999456,0.135664424,0.120868817,1,0.003480806,0.005482597
5,90,2,3.5,2.381914391,0.37791582,5.999999992,0.441112529,0.572769543,1,0.003480806,0.005482597
6,90,2,3.5,1.562457299,3.46E-05,0.517666401,0.313678729,0.178261261,1,0.003670128,0.005658354
6,90,2,3.5,0.060572906,0.163731641,5.999999673,0.148878956,0.141429556,1,0.003670128,0.005658354
6,90,2,3.5,4.983714058,0.155393716,0.843898211,0.239077435,0.064177571,1,0.003670128,0.005658354
6,90,2,3.5,2.478105745,0.425778426,6,0.425340823,0.554923819,1,0.003670128,0.005658354
6,90,2,3.5,1.565420569,0.026815989,0.213696497,0.138559847,0.061207794,1,0.003670128,0.005658354
7,90,2,9.5,0.062476295,0.183271155,6,0.16244793,0.157320428,1,0.003948132,0.005960953
7,90,2,9.5,2.55079325,0.474770055,6,0.411130382,0.542757143,1,0.003948132,0.005960953
7,90,2,9.5,1.565681777,0.0362834,0.223984043,0.147333764,0.05864116,1,0.003948132,0.005960953
7,90,2,9.5,1.562097588,0.03862075,0.528722825,0.313991336,0.174916421,1,0.003948132,0.005960953
7,90,2,9.5,4.993237726,0.172035758,0.864733828,0.244799633,0.066364847,1,0.003948132,0.005960953
8,90,2,4.5,1.566637657,0.045945978,0.248982742,0.162825597,0.052453094,1,0.004472579,0.006680039
8,90,2,4.5,1.561125231,0.082696452,0.535540921,0.316551873,0.167511847,1,0.004472579,0.006680039
8,90,2,4.5,0.001351307,0.211583593,5.999978662,0.182458618,0.180277549,1,0.004472579,0.006680039
8,90,2,4.5,2.710505992,0.535433543,6,0.395771955,0.529758847,1,0.004472579,0.006680039
8,90,2,4.5,5.005580016,0.191940239,0.89894834,0.251740696,0.069998662,1,0.004472579,0.006680039
9,90,2,11.5,1.57728769,0.000169078,0.354546498,0.262327821,0.106183303,1,0.005631417,0.008498144
9,90,2,11.5,1.41312408,0.299945175,0.997458544,0.263018525,0.201877831,1,0.005631417,0.008498144
9,90,2,11.5,3.131926163,0.615288141,6,0.392841019,0.488574928,1,0.005631417,0.008498144
9,90,2,11.5,0.48336388,0.17005506,5.26304458,0.11211674,0.0480675,1,0.005631417,0.008498144
9,90,2,11.5,4.969567934,0.276895552,1.205424936,0.24141457,0.155296438,1,0.005631417,0.008498144
10,90,32,0.5,1.568548309,0.301174196,0.462136198,0.358280064,0.364760306,1,0.00262193,0.003433755
10,90,32,0.5,1.210376255,0.061367151,2.700212269,0.205038319,0.109746548,1,0.00262193,0.003433755
10,90,32,0.5,1.494666275,0.544707885,1.440515677,0.422962265,0.279902249,1,0.00262193,0.003433755
10,90,32,0.5,1.563477738,0.477140832,0.221103518,0.197613247,0.119585373,1,0.00262193,0.003433755
10,90,32,0.5,6.283185307,0.070897173,1.641834941,0.661576172,0.126005525,1,0.00262193,0.003433755
2,90,32,1.5,1.204677598,2.86E-32,1.373190045,0.353080811,0.294597199,1,0.007328388,0.011675784
2,90,32,1.5,1.615003158,9.80E-37,0.411302349,0.497314047,0.080887427,1,0.007328388,0.011675784
2,90,32,1.5,2.854590843,0.031089368,5.709455167,0.08625651,0.08722789,1,0.007328388,0.011675784
2,90,32,1.5,5.032865231,2.68E-39,1.365465516,0.298213719,0.255090829,1,0.007328388,0.011675784
2,90,32,1.5,3.547335776,0.699543638,5.961762789,0.378717363,0.282196655,1,0.007328388,0.011675784
3,90,32,17.5,0.6068481,0.321429456,0.349238048,0.110003862,0.006033364,1,0.008076315,0.011317047
3,90,32,17.5,2.149921014,3.17E-39,6,0.604942263,0.652501544,1,0.008076315,0.011317047
3,90,32,17.5,1.452540053,0.010911169,0.990393957,0.13702812,0.101355379,1,0.008076315,0.011317047
3,90,32,17.5,1.575316871,0.336240784,0.359007724,0.299145597,0.141261279,1,0.008076315,0.011317047
3,90,32,17.5,4.983748382,8.55E-43,1.169266277,0.162779933,0.098848434,1,0.008076315,0.011317047
4,90,32,8.5,1.569271419,1.18E-42,0.472651981,0.464868755,0.210746158,1,0.005822819,0.008271631
4,90,32,8.5,1.840615356,1.14E-40,6,0.610499527,0.593218245,1,0.005822819,0.008271631
4,90,32,8.5,1.311561791,0.045143713,1.410761702,0.106019547,0.063358571,1,0.005822819,0.008271631
4,90,32,8.5,1.562147739,0.447824522,0.210334001,0.20866316,0.055162052,1,0.005822819,0.008271631
4,90,32,8.5,5.107988915,2.33E-48,1.16199328,0.17318656,0.077514974,1,0.005822819,0.008271631
5,90,32,5.5,1.495158034,1.89E-37,6,0.625625269,0.551239036,1,0.0053915,0.007543722
5,90,32,5.5,5.310617735,1.72E-39,1.169644825,0.194316603,0.059490743,1,0.0053915,0.007543722
5,90,32,5.5,1.567123872,3.46E-46,0.465909212,0.466616813,0.261290294,1,0.0053915,0.007543722
5,90,32,5.5,1.280004326,0.059723014,1.973099926,0.092443313,0.056323891,1,0.0053915,0.007543722
5,90,32,5.5,1.563545119,0.457327924,0.210966153,0.206911809,0.071656036,1,0.0053915,0.007543722
6,90,32,19.5,1.509293069,0.189561756,0.623817144,0.457272352,0.22913918,1,0.00500555,0.007364479
6,90,32,19.5,1.571998543,0.034197802,0.411774722,0.117258896,0.040614436,1,0.00500555,0.007364479
6,90,32,19.5,1.571477736,0.422363455,0.254198151,0.223472533,0.14378113,1,0.00500555,0.007364479
6,90,32,19.5,4.329278703,0.033904334,6,0.162082877,0.120022693,1,0.00500555,0.007364479
6,90,32,19.5,3.899830625,0.051453149,6,0.623632987,0.466442562,1,0.00500555,0.007364479
7,90,32,15.5,1.570151099,0.037716603,0.409866418,0.132462632,0.05247183,1,0.004311965,0.006097767
7,90,32,15.5,1.519335453,0.261874231,0.629064589,0.436209055,0.253992329,1,0.004311965,0.006097767
7,90,32,15.5,4.185714769,0.157255464,6,0.59675768,0.412164692,1,0.004311965,0.006097767
7,90,32,15.5,1.569896711,0.432651536,0.253921593,0.217405078,0.158749928,1,0.004311965,0.006097767
7,90,32,15.5,3.487766377,0.031491777,6,0.174314391,0.122621222,1,0.004311965,0.006097767
8,90,32,5.5,2.82396084,0.026081145,6,0.193764764,0.127520845,1,0.003697302,0.005074751
8,90,32,5.5,4.546727339,0.280219802,6,0.565534216,0.350294249,1,0.003697302,0.005074751
8,90,32,5.5,1.528287433,0.333204815,0.637952141,0.415006162,0.283314681,1,0.003697302,0.005074751
8,90,32,5.5,1.568850062,0.050747487,0.414430524,0.145427146,0.064897531,1,0.003697302,0.005074751
8,90,32,5.5,1.568612399,0.444138311,0.254156603,0.212243258,0.173972694,1,0.003697302,0.005074751
9,90,32,1.5,1.370710663,0.439912207,1.233862767,0.454485886,0.270775401,1,0.003303926,0.004397457
9,90,32,1.5,9.58E-35,0.081413089,3.945194385,0.139487897,0.083883694,1,0.003303926,0.004397457
9,90,32,1.5,1.563438051,0.475540224,0.218737027,0.199600514,0.111304476,1,0.003303926,0.004397457
9,90,32,1.5,6.271091629,4.47E-38,2.547631942,0.669313629,0.211318769,1,0.003303926,0.004397457
9,90,32,1.5,1.570875525,0.196769222,0.438618075,0.3887885,0.32271766,1,0.003303926,0.004397457
10,90,35,18.5,1.563299979,0.53782408,0.222782338,0.191953334,0.104738802,1,0.003153434,0.004033333
10,90,35,18.5,1.568984824,0.336001865,0.454584358,0.357523387,0.349171942,1,0.003153434,0.004033333
10,90,35,18.5,1.26757916,0.058367493,2.30041179,0.209990295,0.125290968,1,0.003153434,0.004033333
10,90,35,18.5,1.494122648,0.599478988,1.323171303,0.398900752,0.279264523,1,0.003153434,0.004033333
10,90,35,18.5,6.283185307,1.73E-32,1.739674616,0.697075648,0.141533766,1,0.003153434,0.004033333
2,90,35,1.5,1.299553734,0.472696596,1.706389484,0.432851595,0.30786326,1,0.009480312,0.014325708
2,90,35,1.5,5.279655573,2.52E-36,1.31567294,0.611935193,0.249633486,1,0.009480312,0.014325708
2,90,35,1.5,2.22E-18,0.158973738,5.910568565,0.183497804,0.201505006,1,0.009480312,0.014325708
2,90,35,1.5,2.415520125,0.01060491,6,0.09940667,0.141452934,1,0.009480312,0.014325708
2,90,35,1.5,1.580473203,1.30E-28,0.492949126,0.439920943,0.099545315,1,0.009480312,0.014325708
3,90,35,18.5,1.998597619,3.91E-41,6,0.621239988,0.625573995,1,0.007086764,0.010283206
3,90,35,18.5,1.561228677,3.01E-44,0.545575952,0.446120679,0.164630266,1,0.007086764,0.010283206
3,90,35,18.5,0.061298515,0.026001767,6,0.11826264,0.116006152,1,0.007086764,0.010283206
3,90,35,18.5,1.564773073,0.519050675,0.2093634,0.224435797,0.030130716,1,0.007086764,0.010283206
3,90,35,18.5,5.104574142,1.70E-34,0.999883685,0.226719545,0.063658872,1,0.007086764,0.010283206
4,90,35,2.5,1.73E-27,0.046591965,6,0.072747644,0.053516804,1,0.007228811,0.011423725
4,90,35,2.5,1.542473174,3.88E-31,0.490325401,0.47743827,0.211551768,1,0.007228811,0.011423725
4,90,35,2.5,1.500694312,0.434744885,6,0.478257349,0.433632218,1,0.007228811,0.011423725
4,90,35,2.5,6.04209313,0.0026074,6,0.250644186,0.250818344,1,0.007228811,0.011423725
4,90,35,2.5,1.573289684,0.526209477,0.218566631,0.196741501,0.050480866,1,0.007228811,0.011423725
5,90,35,4.5,0.754792787,0.020274302,6,0.160529132,0.160570997,1,0.005980483,0.008561566
5,90,35,4.5,1.305337069,0.344438926,1.495563675,0.486061123,0.328572421,1,0.005980483,0.008561566
5,90,35,4.5,1.572641817,9.83E-33,0.437672062,0.461647395,0.20424949,1,0.005980483,0.008561566
5,90,35,4.5,5.440336945,1.10E-32,1.602981312,0.616122776,0.240267499,1,0.005980483,0.008561566
5,90,35,4.5,1.564859884,0.528306113,0.224289114,0.189564298,0.066339593,1,0.005980483,0.008561566
6,90,35,9.5,0.160962313,0.033992648,6,0.152700554,0.141955414,1,0.005623756,0.007867835
6,90,35,9.5,1.314133794,0.354905518,1.436435717,0.483768835,0.318871743,1,0.005623756,0.007867835
6,90,35,9.5,1.572480926,1.89E-36,0.438608634,0.464708286,0.221542378,1,0.005623756,0.007867835
6,90,35,9.5,5.503068992,1.76E-31,1.715509279,0.624494305,0.238029819,1,0.005623756,0.007867835
6,90,35,9.5,1.564494125,0.526474101,0.228408128,0.193753158,0.079600645,1,0.005623756,0.007867835
7,90,35,7.5,1.489399552,0.407045279,0.734190978,0.417239528,0.240657705,1,0.004779821,0.006751492
7,90,35,7.5,5.848453374,9.93E-40,6,0.652395134,0.415061851,1,0.004779821,0.006751492
7,90,35,7.5,1.570128115,0.49897233,0.264610188,0.212722886,0.1530316,1,0.004779821,0.006751492
7,90,35,7.5,1.242480997,0.040492228,6,0.157298711,0.10938732,1,0.004779821,0.006751492
7,90,35,7.5,1.569043991,0.028490505,0.428385665,0.192817098,0.081861524,1,0.004779821,0.006751492
8,90,35,19.5,5.93E-65,0.045354805,6,0.164913646,0.098109798,1,0.004084587,0.005608079
8,90,35,19.5,1.507505515,0.453808453,0.73008256,0.398933343,0.268081682,1,0.004084587,0.005608079
8,90,35,19.5,1.568665174,0.50543392,0.264753706,0.210994612,0.169919005,1,0.004084587,0.005608079
8,90,35,19.5,6.283185307,0.002194188,6,0.674312086,0.370684345,1,0.004084587,0.005608079
8,90,35,19.5,1.569260673,0.052020347,0.434608991,0.192647104,0.093205169,1,0.004084587,0.005608079
9,90,35,16.5,6.283185307,8.74E-35,2.382594635,0.688391481,0.201125855,1,0.003739362,0.004927687
9,90,35,16.5,1.570966562,0.22048162,0.446241445,0.399876532,0.310763606,1,0.003739362,0.004927687
9,90,35,16.5,1.563422691,0.535031468,0.226861269,0.195876348,0.107259906,1,0.003739362,0.004927687
9,90,35,16.5,0.04692099,0.069831862,3.806899693,0.158095541,0.103987532,1,0.003739362,0.004927687
9,90,35,16.5,1.40211683,0.508888386,1.242861775,0.430744294,0.276863101,1,0.003739362,0.004927687
10,90,38,5.5,1.517453676,0.675606381,1.358176321,0.371201688,0.267474928,1,0.003691311,0.004647495
10,90,38,5.5,1.358945666,0.052397285,2.26015506,0.232592995,0.159861149,1,0.003691311,0.004647495
10,90,38,5.5,1.563367072,0.596190393,0.229022542,0.187392715,0.09784069,1,0.003691311,0.004647495
10,90,38,5.5,1.568488803,0.371277074,0.462255355,0.362052943,0.34308455,1,0.003691311,0.004647495
10,90,38,5.5,6.283185307,6.65E-37,1.581138653,0.718542673,0.131738683,1,0.003691311,0.004647495
2,90,38,3.5,6.283185307,2.49E-35,6,0.217155022,0.239097165,1,0.010570389,0.018297778
2,90,38,3.5,2.09E-35,0.161029101,6,0.512972357,0.345289284,1,0.010570389,0.018297778
2,90,38,3.5,2.022020411,0.036166088,6,0.067873272,0.055171113,1,0.010570389,0.018297778
2,90,38,3.5,6.283185307,0.322900269,6,0.57086743,0.235866615,1,0.010570389,0.018297778
2,90,38,3.5,1.501925908,1.31E-40,0.54770304,0.53919711,0.124575822,1,0.010570389,0.018297778
3,90,38,7.5,0.178888501,0.022114933,6,0.12445893,0.121828728,1,0.007497324,0.010812249
3,90,38,7.5,5.146373683,9.32E-33,1.028162232,0.224383284,0.060110846,1,0.007497324,0.010812249
3,90,38,7.5,1.557844091,2.72E-34,0.563975484,0.479443499,0.15907032,1,0.007497324,0.010812249
3,90,38,7.5,2.087811879,1.76E-34,6,0.624169373,0.630764241,1,0.007497324,0.010812249
3,90,38,7.5,1.565433236,0.579611726,0.219284645,0.214259001,0.028225866,1,0.007497324,0.010812249
4,90,38,10.5,5.27019653,3.38E-23,1.12500939,0.23088983,0.054734346,1,0.007164543,0.009824415
4,90,38,10.5,0.205660393,0.039248982,5.389260931,0.113086046,0.096632747,1,0.007164543,0.009824415
4,90,38,10.5,1.564921286,2.16E-21,0.526106567,0.505929958,0.205082902,1,0.007164543,0.009824415
4,90,38,10.5,1.720440351,2.33E-34,6,0.6332106,0.590961671,1,0.007164543,0.009824415
4,90,38,10.5,1.564072489,0.575807713,0.23068824,0.205068842,0.052588334,1,0.007164543,0.009824415
5,90,38,3.5,5.529491864,7.90E-30,1.662327855,0.630151981,0.238151045,1,0.006529761,0.009266519
5,90,38,3.5,1.29827444,0.39817815,1.535694491,0.470082773,0.323695001,1,0.006529761,0.009266519
5,90,38,3.5,1.573215841,1.69E-30,0.460664691,0.487264225,0.188747828,1,0.006529761,0.009266519
5,90,38,3.5,0.541119938,0.009891646,6,0.173928482,0.179205106,1,0.006529761,0.009266519
5,90,38,3.5,1.565399773,0.577127642,0.23938488,0.194719502,0.070201019,1,0.006529761,0.009266519
6,90,38,13.5,1.47E-28,0.023604597,6,0.167883188,0.161391203,1,0.006070968,0.008431924
6,90,38,13.5,1.309061279,0.413831606,1.481151472,0.466530655,0.313917404,1,0.006070968,0.008431924
6,90,38,13.5,1.564984159,0.576751862,0.242742038,0.197517422,0.083846481,1,0.006070968,0.008431924
6,90,38,13.5,5.60815053,5.66E-25,1.776059302,0.639930628,0.235031682,1,0.006070968,0.008431924
6,90,38,13.5,1.572889099,5.20E-24,0.462127386,0.48904922,0.205813229,1,0.006070968,0.008431924
7,90,38,17.5,0.495887189,0.036837957,6,0.160683039,0.118367123,1,0.00527152,0.007359382
7,90,38,17.5,6.283185307,3.57E-39,6,0.65544714,0.414409202,1,0.00527152,0.007359382
7,90,38,17.5,1.570276905,0.558384047,0.271030142,0.212434418,0.142548293,1,0.00527152,0.007359382
7,90,38,17.5,1.475107771,0.487596772,0.789661699,0.403632815,0.229610019,1,0.00527152,0.007359382
7,90,38,17.5,1.567582381,0.035299267,0.448650532,0.231344809,0.095065363,1,0.00527152,0.007359382
8,90,38,9.5,6.283185307,0.048153223,6,0.662343898,0.373260023,1,0.004551975,0.006200733
8,90,38,9.5,1.03E-34,0.038332078,6,0.171549683,0.10936828,1,0.004551975,0.006200733
8,90,38,9.5,1.569002009,0.56010541,0.271706976,0.212193824,0.161239512,1,0.004551975,0.006200733
8,90,38,9.5,1.567809866,0.062069915,0.454715157,0.216763155,0.101458357,1,0.004551975,0.006200733
8,90,38,9.5,1.500332906,0.516282234,0.763323593,0.388729175,0.254673829,1,0.004551975,0.006200733
9,90,38,5.5,1.568020662,0.099311019,0.46849204,0.207808535,0.110093566,1,0.004086647,0.005479874
9,90,38,5.5,6.29E-22,0.030605322,6,0.201052166,0.11541514,1,0.004086647,0.005479874
9,90,38,5.5,1.567912153,0.565670022,0.27181567,0.209792011,0.17506819,1,0.004086647,0.005479874
9,90,38,5.5,6.283185307,0.234282631,6,0.619029092,0.316553362,1,0.004086647,0.005479874
9,90,38,5.5,1.519988889,0.557361154,0.743861623,0.369717669,0.282869742,1,0.004086647,0.005479874
10,90,41,17.5,1.534384979,0.745481433,1.401012121,0.346685834,0.252447276,1,0.004204623,0.005241114
10,90,41,17.5,1.568161979,0.404294302,0.476471535,0.36785474,0.33370902,1,0.004204623,0.005241114
10,90,41,17.5,1.563441595,0.651833592,0.23951364,0.184568453,0.096306408,1,0.004204623,0.005241114
10,90,41,17.5,1.409501883,0.046852391,2.302134228,0.25910417,0.194591788,1,0.004204623,0.005241114
10,90,41,17.5,6.283185307,3.52E-37,1.451562656,0.74745793,0.122945508,1,0.004204623,0.005241114
2,90,41,3.5,6.50E-48,0.169173806,6,0.501496376,0.337828452,1,0.010480831,0.017563398
2,90,41,3.5,6.283185307,0.448409984,6,0.521053987,0.227111975,1,0.010480831,0.017563398
2,90,41,3.5,1.897071686,0.035093546,6,0.069660925,0.057766917,1,0.010480831,0.017563398
2,90,41,3.5,6.283185307,3.66E-39,6,0.221482712,0.253984437,1,0.010480831,0.017563398
2,90,41,3.5,1.490535535,0.015515926,0.576429376,0.567687339,0.123308219,1,0.010480831,0.017563398
3,90,41,12.5,1.477372696,6.81E-40,6,0.634854067,0.654047372,1,0.008262451,0.011186772
3,90,41,12.5,5.145162932,1.21E-32,1.318044559,0.204828991,0.098141075,1,0.008262451,0.011186772
3,90,41,12.5,3.19E-41,0.041684234,5.91663378,0.067108938,0.048421629,1,0.008262451,0.011186772
3,90,41,12.5,1.505274921,0.037639248,0.800706627,0.209603018,0.11039644,1,0.008262451,0.011186772
3,90,41,12.5,1.569518505,0.577846221,0.36444801,0.26425072,0.088993484,1,0.008262451,0.011186772
4,90,41,13.5,1.825810107,0.362684885,6,0.514952714,0.483332479,1,0.008337837,0.012330219
4,90,41,13.5,6.199491984,1.69E-25,6,0.233853306,0.229784432,1,0.008337837,0.012330219
4,90,41,13.5,1.527429402,6.46E-27,0.546777342,0.531532615,0.188206633,1,0.008337837,0.012330219
4,90,41,13.5,1.21E-26,0.048103976,6,0.065749684,0.043211088,1,0.008337837,0.012330219
4,90,41,13.5,1.576350149,0.630303714,0.253526741,0.200650694,0.055465368,1,0.008337837,0.012330219
5,90,41,3.5,0.416036055,0.000820442,6,0.185420701,0.195034022,1,0.007138712,0.010048791
5,90,41,3.5,5.622967306,1.11E-28,1.730666433,0.643050881,0.238212221,1,0.007138712,0.010048791
5,90,41,3.5,1.573784515,6.66E-32,0.48266752,0.50827488,0.171137845,1,0.007138712,0.010048791
